Date,Open,High,Low,Close,Volume
2021-09-20 00:00:00-04:00,142.17485789239998,143.6446148242829,141.03558261958395,142.46185302734375,7270800
2021-09-21 00:00:00-04:00,143.15757320922023,144.34902679987596,142.83579687194165,143.08799743652344,6663600
2021-09-22 00:00:00-04:00,143.8011460638854,144.32294447885192,142.30530005458107,142.56619262695312,5657100
2021-09-23 00:00:00-04:00,142.97494260368475,144.1664095267008,142.7575232790014,143.375,4697900
2021-09-24 00:00:00-04:00,143.27931333499885,144.0620174776026,142.53139044019548,142.9401397705078,4399300
2021-09-27 00:00:00-04:00,142.62706133225305,142.94014565623024,141.62693785660917,141.9052276611328,5775500
2021-09-28 00:00:00-04:00,141.84434636944218,142.5487827272597,140.68767418466996,141.59213256835938,7610400
2021-09-29 00:00:00-04:00,141.7573956795915,143.20106313946394,141.56606561766998,142.64447021484375,5124100
2021-09-30 00:00:00-04:00,143.18369810139882,143.8446482011858,140.37464358952278,140.45291137695312,6972300
2021-10-01 00:00:00-04:00,140.47893871832196,140.8007149938513,137.9481752117977,139.5570831298828,8568300
2021-10-04 00:00:00-04:00,139.1396870279988,140.0180563933099,137.1220291624376,138.47003173828125,8620700
2021-10-05 00:00:00-04:00,139.0266507370819,140.11374765161864,138.4091738507256,138.78314208984375,5129000
2021-10-06 00:00:00-04:00,139.03528909899512,139.10486486711213,137.26984545246683,139.07008361816406,7312600
2021-10-07 00:00:00-04:00,139.16576879726486,141.4182298766368,139.16576879726486,140.31373596191406,5309200
2021-10-08 00:00:00-04:00,140.29632489108698,140.54852542691856,139.36576396634854,139.95713806152344,4343200
2021-10-11 00:00:00-04:00,139.89630267825618,140.75728805435534,139.0962010879424,139.3657989501953,4101600
2021-10-12 00:00:00-04:00,139.14837205395742,139.30490760281114,136.8350271837069,137.13941955566406,6686400
2021-10-13 00:00:00-04:00,137.2524607009258,139.21792637598796,137.1915769278287,138.45260620117188,6901100
2021-10-14 00:00:00-04:00,138.89616819961776,140.13980037587442,138.8005031652732,139.24403381347656,4579200
2021-10-15 00:00:00-04:00,140.04411411168218,140.72246124502928,139.50491851087307,140.2789306640625,6918400
2021-10-18 00:00:00-04:00,139.36579362382338,139.92238659017045,138.45262976350722,139.2527313232422,7465500
2021-10-19 00:00:00-04:00,139.93108004094003,143.6272087714147,139.78323648414784,142.51402282714844,10081300
2021-10-20 00:00:00-04:00,142.60969332032363,143.279348619824,141.9835245439484,142.43576049804688,6003200
2021-10-21 00:00:00-04:00,142.88794191621682,142.9662096658354,141.13119056020508,142.105224609375,4524100
2021-10-22 00:00:00-04:00,141.80958520909888,142.6792625507666,141.722625437066,142.38357543945312,4304300
2021-10-25 00:00:00-04:00,142.3835556842784,142.89666205981723,140.63550924734142,142.69664001464844,6715400
2021-10-26 00:00:00-04:00,143.1140991888637,144.39252592457478,142.67056852819323,144.14901733398438,6939100
2021-10-27 00:00:00-04:00,144.08810244910813,144.15767821286184,142.02697187000763,142.40093994140625,7018800
2021-10-28 00:00:00-04:00,142.42703930082448,143.6706713318437,141.1660100100773,141.62693786621094,6278800
2021-10-29 00:00:00-04:00,141.1921177378563,141.97482201514936,139.67887442883733,141.65304565429688,8526800
2021-11-01 00:00:00-04:00,141.89651927823212,142.60964760201665,138.6265248787514,141.77476501464844,5846400
2021-11-02 00:00:00-04:00,142.36618273891037,145.21872344936878,141.74001397122694,144.00987243652344,8450600
2021-11-03 00:00:00-04:00,143.53149190380887,144.16636569341324,142.13131134775924,143.54888916015625,6717800
2021-11-04 00:00:00-04:00,143.44458237398783,143.48806889496913,141.47041109939966,143.14889526367188,8224400
2021-11-05 00:00:00-04:00,141.30517208673342,143.14889709215115,141.0616634903954,142.13136291503906,6215900
2021-11-08 00:00:00-05:00,142.34875401736352,142.77490061153972,140.8963947236316,141.64431762695312,5578800
2021-11-09 00:00:00-05:00,141.41822608972743,142.27050612689547,140.905119668285,141.3312530517578,6112800
2021-11-10 00:00:00-05:00,141.34861923809822,143.35757123344024,141.19208372843397,142.8618621826172,6225100
2021-11-11 00:00:00-05:00,142.18355372967733,142.46184357920575,141.31387638578843,141.80958557128906,4118800
2021-11-12 00:00:00-05:00,145.61004939177923,145.775290185472,143.15756655182125,143.50543212890625,18995200
2021-11-15 00:00:00-05:00,143.49671304304496,143.8967703243642,141.94868895789506,142.2095947265625,7496200
2021-11-16 00:00:00-05:00,141.91395918672018,142.931493475751,141.426941940477,141.47042846679688,7594700
2021-11-17 00:00:00-05:00,141.6443294113266,142.5053146658043,140.70507638922956,142.0009002685547,5414500
2021-11-18 00:00:00-05:00,142.14875957060423,143.03583417931745,141.00079237423108,141.235595703125,6358700
2021-11-19 00:00:00-05:00,141.79218945861442,141.92264902338962,140.69640077370843,141.6617431640625,7620700
2021-11-22 00:00:00-05:00,140.9614288242664,142.37078104536494,139.7534088184268,139.79718017578125,7634500
2021-11-23 00:00:00-05:00,139.6395871709809,140.9351362361338,138.99180595983452,140.6637725830078,7734000
2021-11-24 00:00:00-05:00,140.1823699905036,140.60254570505458,139.51709066270243,140.26991271972656,5230900
2021-11-26 00:00:00-05:00,140.58504371650864,141.07525092861357,138.886816333756,139.35951232910156,8523100
2021-11-29 00:00:00-05:00,139.62211420241283,140.42745645577014,138.67670894226026,139.84095764160156,9188500
2021-11-30 00:00:00-05:00,138.7554904489029,139.18442840160532,136.4270063893366,136.4970245361328,14981700
2021-12-01 00:00:00-05:00,137.3286283433069,140.1298214713485,136.77713864600062,138.3790740966797,9835800
2021-12-02 00:00:00-05:00,137.6612783731514,139.4382861107537,137.21484254568944,137.51246643066406,11334700
2021-12-03 00:00:00-05:00,138.23025896706045,139.7709118124692,137.95013298218132,139.51705932617188,8750500
2021-12-06 00:00:00-05:00,140.22611466710507,143.14111068112877,139.91097960188245,142.63339233398438,9692000
2021-12-07 00:00:00-05:00,143.5612608713968,143.7976154677087,142.16942014549142,143.0010223388672,8311300
2021-12-08 00:00:00-05:00,143.0973311787477,144.06024753354055,142.37076944870256,143.85890197753906,6216400
2021-12-09 00:00:00-05:00,143.71884351547854,145.29451880152772,143.1148468998734,145.2244873046875,8574200
2021-12-10 00:00:00-05:00,144.935662618172,145.9160771090696,144.13030687819676,144.86563110351562,6572200
2021-12-13 00:00:00-05:00,144.2178304954582,148.11324115152433,143.38622807450042,147.4567108154297,11142300
2021-12-14 00:00:00-05:00,147.35165782534568,149.66264387947183,146.32747219015664,149.0673828125,10482400
2021-12-15 00:00:00-05:00,148.68223614679866,149.95152540746133,148.30581849018807,149.81146240234375,8552200
2021-12-16 00:00:00-05:00,149.9164908434102,151.88608161309932,149.54883550259197,151.44839477539062,8998600
2021-12-17 00:00:00-05:00,148.49837912068594,149.49630450485506,146.76514310757983,147.26409912109375,16726200
2021-12-20 00:00:00-05:00,146.8964686527593,147.50922761384908,145.79350252279764,146.8439483642578,7954500
2021-12-21 00:00:00-05:00,147.11532132571944,147.15034375834742,145.29454218625165,146.3712615966797,7954200
2021-12-22 00:00:00-05:00,146.2399397153557,147.21160513325373,145.41708623533378,147.0015106201172,4178200
2021-12-23 00:00:00-05:00,146.95774746083976,147.89439041511105,146.5025493769213,147.28163146972656,3501500
2021-12-27 00:00:00-05:00,148.0606807755547,148.68220186926249,147.67551427885016,148.52462768554688,3704800
2021-12-28 00:00:00-05:00,148.62969831912696,149.3737713253732,148.4546262462287,149.1199188232422,3187000
2021-12-29 00:00:00-05:00,148.81353244207062,150.55553095393455,148.73475201296267,150.1703643798828,3662000
2021-12-30 00:00:00-05:00,150.669309192661,151.33460171889206,150.34542521466443,150.83563232421875,4231800
2021-12-31 00:00:00-05:00,151.0282365980068,151.15953732163038,149.71517593319564,149.7501983642578,4409500
2022-01-03 00:00:00-05:00,148.99735537182957,150.2141242153573,148.0256900825994,150.16159057617188,6012200
2022-01-04 00:00:00-05:00,149.74141517851453,150.8181210333836,149.33875077750616,149.75892639160156,6748400
2022-01-05 00:00:00-05:00,150.5642679245584,151.85106825969427,150.2316216629978,150.75685119628906,7016100
2022-01-06 00:00:00-05:00,150.6955869582778,151.0019731161535,149.51384040035055,150.2404022216797,7301600
2022-01-07 00:00:00-05:00,150.09155340434504,152.57761105817445,149.80267853259764,152.27122497558594,6986000
2022-01-10 00:00:00-05:00,152.04367749897182,152.04367749897182,150.70435665319252,151.51844787597656,7698400
2022-01-11 00:00:00-05:00,151.43091581396786,151.7810599849675,148.9098350399099,149.9077606201172,8341100
2022-01-12 00:00:00-05:00,148.47216933232116,148.88359613837926,147.36044072719736,148.62973022460938,8116200
2022-01-13 00:00:00-05:00,147.9381523537153,149.18118138010246,147.4654564422721,147.72805786132812,6159400
2022-01-14 00:00:00-05:00,147.6142822464452,147.63178010459947,146.3187194572755,146.9227294921875,5847700
2022-01-18 00:00:00-05:00,146.2749481201172,146.81767553058268,145.3207806519492,146.2749481201172,7815600
2022-01-19 00:00:00-05:00,146.36247532730874,147.69304704911528,145.59215557859315,145.8197479248047,5926500
2022-01-20 00:00:00-05:00,146.44122787605713,146.94019718568083,144.37534586853613,144.6554718017578,6011300
2022-01-21 00:00:00-05:00,145.47832967589326,147.05400470769047,143.97268612963597,144.3228302001953,10550300
2022-01-24 00:00:00-05:00,143.56130190605185,143.71011384785328,138.53665153076818,142.65966796875,14054600
2022-01-25 00:00:00-05:00,142.12566865130947,147.42168199105518,141.4428782618168,146.7388916015625,14081200
2022-01-26 00:00:00-05:00,146.66010744097574,148.13074223899065,145.5133700028128,147.3954315185547,9963200
2022-01-27 00:00:00-05:00,148.27957117486858,150.48551694631757,147.93817591857305,149.33001708984375,9066700
2022-01-28 00:00:00-05:00,149.5663562292055,150.4242187456787,148.20077534583996,150.3804473876953,9783100
2022-01-31 00:00:00-05:00,150.12659113998276,151.10700542008064,149.53134342910698,150.81813049316406,8054800
2022-02-01 00:00:00-05:00,150.3366688862678,150.54675000451144,148.31454462318376,149.58384704589844,8154700
2022-02-02 00:00:00-05:00,148.50712186803196,151.43087976413543,148.50712186803196,151.23829650878906,7382800
2022-02-03 00:00:00-05:00,150.79186637954666,151.98237512709045,149.72390941378785,151.22955322265625,6240400
2022-02-04 00:00:00-05:00,149.68891248036084,151.42214877960694,148.91857929974324,150.2404022216797,6392200
2022-02-07 00:00:00-05:00,150.04779541161784,150.3366703090781,148.8222643293191,149.7414093017578,6065700
