experiment,model,reference_concept,concept,direction,comparable,reason,achieved_gap,reference_requested_delta,reference_achieved_delta,reference_baseline,reference_transformed,reference_impact,concept_requested_delta,concept_achieved_delta,concept_baseline,concept_transformed,concept_impact,comparison_outcome,reference_larger,seed
RQ1b,B-pure-centralization,Centralization,Bridge Width,increase,True,matched,0.06976744186046539,0.02,0.697674418604651,0.10591133004926108,0.1798029556650246,0.10591133004926108,0.75,0.75,0.10591133004926108,0.13669950738916256,0.04105090311986864,reference_larger,True,3
RQ1b,B-pure-centralization,Centralization,Bridge Width,decrease,True,matched,0.04444444444444452,-0.1,-0.5232558139534884,0.10591133004926108,0.05049261083743842,-0.10591133004926108,-0.5,-0.5,0.10591133004926108,0.11206896551724138,0.012315270935960604,reference_larger,True,3
RQ1b,B-pure-centralization,Centralization,Density,increase,True,matched,0.0772693173293326,0.02,0.697674418604651,0.10591133004926108,0.1798029556650246,0.10591133004926108,0.75,0.7560975609756098,0.10591133004926108,0.11945812807881774,0.017916732877800746,reference_larger,True,3
RQ1b,B-pure-centralization,Centralization,Density,decrease,True,matched,0.04444444444444452,-0.1,-0.5232558139534884,0.10591133004926108,0.05049261083743842,-0.10591133004926108,-0.5,-0.5,0.10591133004926108,0.08374384236453201,-0.04433497536945813,reference_larger,True,3
RQ1b,B-pure-centralization,Centralization,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,B-pure-centralization,Centralization,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,B-pure-centralization,Centralization,Churn,increase,True,matched,0.005151960297294319,0.01,0.3488372093023258,0.10591133004926108,0.14285714285714288,0.10591133004926108,0.075,0.3470400138497813,0.10591133004926108,0.11822660098522168,0.03548660224895955,reference_larger,True,3
RQ1b,B-pure-centralization,Centralization,Churn,decrease,True,matched,0.007991451772828924,-0.15,-0.6976744186046512,0.10591133004926108,0.03201970443349753,-0.10591133004926107,-0.75,-0.7032947647996305,0.10591133004926108,0.12438423645320197,0.026266236190744068,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Centralization,increase,True,matched,0.06976744186046539,0.75,0.75,16.317733990147783,28.410098522167488,16.123152709359605,0.02,0.697674418604651,16.317733990147783,16.539408866995075,0.31773399014778503,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Centralization,decrease,True,matched,0.04444444444444452,-0.5,-0.5,16.317733990147783,8.336206896551724,-15.963054187192117,-0.1,-0.5232558139534884,16.317733990147783,16.151477832512317,-0.3177339901477798,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Density,increase,True,matched,0.0,0.5,0.5,16.317733990147783,24.373152709359605,16.110837438423644,0.5,0.5,16.317733990147783,16.476600985221676,0.31773399014778647,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Density,decrease,True,matched,0.0,-0.5,-0.5,16.317733990147783,8.336206896551724,-15.963054187192117,-0.5,-0.5,16.317733990147783,16.251231527093594,-0.13300492610837722,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Churn,increase,True,matched,0.005989820681036991,0.9,0.875,16.317733990147783,30.373152709359605,16.063335679099225,0.2,0.8697589069040926,16.317733990147783,16.336206896551722,0.021239111502397632,reference_larger,True,3
RQ1b,C-weighted (2bw+3c),Bridge Width,Churn,decrease,True,matched,0.012518428174029816,-0.2,-0.25,16.317733990147783,12.299261083743842,-16.073891625615765,-0.3,-0.24687039295649255,16.317733990147783,16.317733990147783,0.0,reference_larger,True,3
RQ1b,D-slope-of-bridge,Bridge Trend,Bridge Width,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Bridge Width,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Centralization,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Centralization,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Density,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Density,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Churn,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,D-slope-of-bridge,Bridge Trend,Churn,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,3
RQ1b,A-pure-bridge (mean),Bridge Width,Centralization,increase,True,matched,0.018055555555555693,0.9,0.875,8.0,15.0,8.0,0.03,0.8910891089108912,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-pure-bridge (mean),Bridge Width,Centralization,decrease,True,matched,0.009900990099010132,-0.2,-0.25,8.0,6.0,-8.0,-0.03,-0.24752475247524747,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-pure-bridge (mean),Bridge Width,Density,increase,True,matched,0.0,0.5,0.5,8.0,12.0,8.0,0.5,0.5,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-pure-bridge (mean),Bridge Width,Density,decrease,True,matched,0.0,-0.5,-0.5,8.0,4.0,-8.0,-0.5,-0.5,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-pure-bridge (mean),Bridge Width,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,A-pure-bridge (mean),Bridge Width,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,A-pure-bridge (mean),Bridge Width,Churn,increase,True,matched,0.0008787633292051176,0.9,0.875,8.0,15.0,8.0,0.2,0.8757695942042195,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-pure-bridge (mean),Bridge Width,Churn,decrease,True,matched,0.013456709079079513,-0.9,-0.875,8.0,1.0,-8.0,-0.9,-0.8869352293533953,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Centralization,increase,True,matched,0.018055555555555693,0.9,0.875,8.0,15.0,8.0,0.03,0.8910891089108912,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Centralization,decrease,True,matched,0.009900990099010132,-0.2,-0.25,8.0,6.0,-8.0,-0.03,-0.24752475247524747,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Density,increase,True,matched,0.0,0.5,0.5,8.0,12.0,8.0,0.5,0.5,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Density,decrease,True,matched,0.0,-0.5,-0.5,8.0,4.0,-8.0,-0.5,-0.5,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,A-persistence (last),Bridge Width,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,A-persistence (last),Bridge Width,Churn,increase,True,matched,0.0008787633292051176,0.9,0.875,8.0,15.0,8.0,0.2,0.8757695942042195,8.0,8.0,0.0,reference_larger,True,4
RQ1b,A-persistence (last),Bridge Width,Churn,decrease,True,matched,0.013456709079079513,-0.9,-0.875,8.0,1.0,-8.0,-0.9,-0.8869352293533953,8.0,8.0,0.0,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Bridge Width,increase,True,matched,0.018055555555555693,0.03,0.8910891089108912,0.12438423645320196,0.23522167487684728,0.12438423645320196,0.9,0.875,0.12438423645320196,0.11206896551724137,-0.014074595355383532,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Bridge Width,decrease,True,matched,0.009900990099010132,-0.03,-0.24752475247524747,0.12438423645320196,0.09359605911330049,-0.12438423645320196,-0.2,-0.25,0.12438423645320196,0.12438423645320196,0.0,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Density,increase,True,matched,0.012053379250968452,0.03,0.8910891089108912,0.12438423645320196,0.23522167487684728,0.12438423645320196,0.9,0.9019607843137255,0.12438423645320196,0.10714285714285714,-0.019115442278860563,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Density,decrease,True,matched,0.009803921568627742,-0.02,-0.14851485148514856,0.12438423645320196,0.10591133004926107,-0.12438423645320197,-0.15,-0.14705882352941177,0.12438423645320196,0.12438423645320196,0.0,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,B-pure-centralization,Centralization,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,B-pure-centralization,Centralization,Churn,increase,True,matched,0.00964292087104667,0.075,2.3762376237623766,0.12438423645320196,0.41995073891625617,0.12438423645320197,0.75,2.3993746032010432,0.12438423645320196,0.16133004926108374,0.015398101137934776,reference_larger,True,4
RQ1b,B-pure-centralization,Centralization,Churn,decrease,True,matched,0.018078226015425525,-0.02,-0.14851485148514856,0.12438423645320196,0.10591133004926107,-0.12438423645320197,-0.15,-0.1458299664333527,0.12438423645320196,0.14901477832512314,0.16889904368988418,reference_smaller,False,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Centralization,increase,True,matched,0.018055555555555693,0.9,0.875,16.373152709359605,30.336206896551722,15.95777621393385,0.03,0.8910891089108912,16.373152709359605,16.70566502463054,0.3731527093596058,reference_larger,True,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Centralization,decrease,True,matched,0.009900990099010132,-0.2,-0.25,16.373152709359605,12.373152709359605,-16.0,-0.03,-0.24752475247524747,16.373152709359605,16.2807881773399,-0.37315270935960676,reference_larger,True,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Density,increase,True,matched,0.0,0.5,0.5,16.373152709359605,24.410098522167488,16.073891625615765,0.5,0.5,16.373152709359605,16.32881773399015,-0.08866995073891104,reference_larger,True,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Density,decrease,True,matched,0.0,-0.5,-0.5,16.373152709359605,8.391625615763546,-15.963054187192117,-0.5,-0.5,16.373152709359605,16.3435960591133,-0.0591133004926121,reference_larger,True,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Bridge Trend,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Bridge Trend,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Churn,increase,True,matched,0.0008787633292051176,0.9,0.875,16.373152709359605,30.336206896551722,15.95777621393385,0.2,0.8757695942042195,16.373152709359605,16.391625615763548,0.02109334067567021,reference_larger,True,4
RQ1b,C-weighted (2bw+3c),Bridge Width,Churn,decrease,True,matched,0.013456709079079513,-0.9,-0.875,16.373152709359605,2.4839901477832513,-15.873328641801548,-0.9,-0.8869352293533953,16.373152709359605,16.44704433497537,0.08331118572168401,reference_larger,True,4
RQ1b,D-slope-of-bridge,Bridge Trend,Bridge Width,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Bridge Width,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Centralization,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Centralization,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Density,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Density,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Churn,increase,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
RQ1b,D-slope-of-bridge,Bridge Trend,Churn,decrease,False,different achieved-change units (not comparable under the current transformation semantics),,,,,,,,,,,,,,4
