mean_abs_corr,density
0.3345731324796356,1.0
0.4370257174803776,1.0
0.49693396028886855,1.0
0.5335447274060203,1.0
0.5018388382950634,1.0
0.3579287006207798,1.0
0.24755118127636705,1.0
0.2539234083511593,1.0
0.2872207560672206,1.0
0.2363920461115985,1.0
0.24031113168062745,1.0
0.2534453897220014,1.0
0.3047061108845064,1.0
0.4344520998569564,1.0
0.4543029756387015,1.0
0.39453847419798255,1.0
0.1834675063277921,1.0
0.18519047625984666,1.0
0.2055486376277545,1.0
0.17956149115983203,1.0
