dataset,requested_delta,snapshots,compounding_factor,snapshots_clamped_to_one,clamped_fraction,slope_before,slope_after,slope_change,sign_as_requested
email_eu_core,0.1,16,4.177248169415656,0,0.0,-2.62205882352941,2.1985294117647065,4.8205882352941165,True
email_eu_core,-0.1,16,0.20589113209464907,0,0.0,-2.62205882352941,-23.704411764705878,-21.082352941176467,True
email_eu_core,0.25,16,28.421709430404007,3,0.1875,-2.62205882352941,3.123529411764706,5.745588235294116,True
email_eu_core,-0.25,16,0.013363461010158062,0,0.0,-2.62205882352941,-291.22941176470584,-288.60735294117643,True
email_eu_core,0.5,16,437.8938903808594,5,0.3125,-2.62205882352941,2.4941176470588236,5.1161764705882335,True
email_eu_core,-0.5,16,3.0517578125e-05,0,0.0,-2.62205882352941,-896.441176470588,-893.8191176470585,True
