dataset,analysis_mode,snapshot_count,model,transformation,direction,requested_delta,delta_mode,seed,feasible,infeasible_reason,edge_count_before,edge_count_after,edge_count_preserved,snapshots_violating_edge_count,transformation_status,valid_for_analysis,achieved_delta,baseline_prediction,after_prediction,prediction_change,impact,normalizer,noop
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,increase,0.1,relative,42,True,,13536,13536,True,0,ok,True,0.10029313232830815,69.0,76.0,7.0,69.79540709812113,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,decrease,-0.1,relative,42,True,,13536,13536,True,0,ok,True,-0.10029313232830828,69.0,62.0,-7.0,-69.79540709812103,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,increase,0.1,relative,42,True,,13536,13536,True,0,ok,True,1.2048018513161698,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,decrease,-0.1,relative,42,True,,13536,13536,True,0,ok,True,-0.5597338733005496,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,increase,0.1,relative,42,True,,13536,14890,False,0,ok,True,0.10002955082742324,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,decrease,-0.1,relative,42,True,,13536,12183,False,0,ok,True,-0.09995567375886522,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,increase,0.1,absolute,42,True,"bridge widths clamped to the width-1 floor, so the intended trend shape was not realised",13536,13536,True,0,saturated,False,12.459398496240606,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,decrease,-0.1,absolute,42,False,insufficient intra-community edges to preserve total edge count,13536,15797,False,7,edge_count_infeasible,False,,,,,,,
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,increase,0.1,relative,42,True,,13536,13536,True,0,ok,True,0.009008729338882884,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,decrease,-0.1,relative,42,True,,13536,13536,True,0,ok,True,-0.08719680281381326,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,increase,0.25,relative,42,True,,13536,13536,True,0,ok,True,0.24958123953098812,69.0,86.0,17.0,68.11409395973159,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,decrease,-0.25,relative,42,True,,13536,13536,True,0,ok,True,-0.24958123953098835,69.0,52.0,-17.0,-68.11409395973152,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,increase,0.25,relative,42,True,,13536,13536,True,0,ok,True,1.3002603413364193,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,decrease,-0.25,relative,42,True,,13536,13536,True,0,ok,True,-0.7549898756146949,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,increase,0.25,relative,42,True,,13536,16922,False,0,ok,True,0.25014775413711593,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,decrease,-0.25,relative,42,True,,13536,10150,False,0,ok,True,-0.25014775413711576,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,increase,0.25,absolute,42,True,"bridge widths clamped to the width-1 floor, so the intended trend shape was not realised",13536,13536,True,0,saturated,False,15.372932330827076,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,decrease,-0.25,absolute,42,False,insufficient cross-community non-edges to widen the bridge,13536,44046,False,15,edge_count_infeasible,False,,,,,,,
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,increase,0.25,relative,42,True,,13536,13536,True,0,ok,True,0.022059167069055707,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,decrease,-0.25,relative,42,True,,13536,13536,True,0,ok,True,-0.23307294369616702,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,increase,0.5,relative,42,True,,13536,13536,True,0,ok,True,0.5004187604690117,69.0,104.0,35.0,69.94142259414227,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Width,decrease,-0.5,relative,42,True,,13536,13536,True,0,ok,True,-0.5004187604690118,69.0,34.0,-35.0,-69.94142259414225,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,increase,0.5,relative,42,True,,13536,13536,True,0,ok,True,1.3002603413364193,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Centralization,decrease,-0.5,relative,42,True,,13536,13536,True,0,ok,True,-0.8996239514029506,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,increase,0.5,relative,42,True,,13536,20302,False,0,ok,True,0.4998522458628843,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Density,decrease,-0.5,relative,42,True,,13536,6770,False,0,ok,True,-0.4998522458628841,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,increase,0.5,absolute,42,True,"bridge widths clamped to the width-1 floor, so the intended trend shape was not realised",13536,13536,True,0,saturated,False,15.620300751879709,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Bridge Trend,decrease,-0.5,absolute,42,False,insufficient cross-community non-edges to widen the bridge,13536,58999,False,18,edge_count_infeasible,False,,,,,,,
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,increase,0.5,relative,42,True,,13536,13536,True,0,ok,True,0.04284863470750004,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,persistence_bridge_width,Churn,decrease,-0.5,relative,42,True,,13536,13536,True,0,ok,True,-0.3449944859380322,69.0,69.0,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Bridge Width,increase,0.1,relative,42,True,,13536,13536,True,0,ok,True,0.10029313232830815,95.1631578947368,104.75263157894727,9.589473684210475,95.61445994945565,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Bridge Width,decrease,-0.1,relative,42,True,,13536,13536,True,0,ok,True,-0.10029313232830828,95.1631578947368,85.57368421052627,-9.589473684210532,-95.61445994945609,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Centralization,increase,0.1,relative,42,True,,13536,13536,True,0,ok,True,1.2048018513161698,95.1631578947368,95.1631578947368,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Centralization,decrease,-0.1,relative,42,True,,13536,13536,True,0,ok,True,-0.5597338733005496,95.1631578947368,95.1631578947368,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Density,increase,0.1,relative,42,True,,13536,14890,False,0,ok,True,0.10002955082742324,95.1631578947368,95.1631578947368,0.0,0.0,achieved,False
sx_mathoverflow,descriptive,20,trend_bridge_width,Density,decrease,-0.1,relative,42,True,,13536,12183,False,0,ok,True,-0.09995567375886522,95.1631578947368,95.1631578947368,0.0,0.0,achieved,False
