dataset,analysis_mode,transformation,requested_delta,requested_direction,achieved_direction,slope_before,slope_after,slope_change,snapshots,compounding_factor,snapshots_saturated,fraction_saturated,min_bridge_width_before,max_bridge_width_before,min_bridge_width,max_bridge_width,status,valid_for_analysis
tgbl_enron,temporal_evaluation,Bridge Trend,0.1,1,1,-0.6006191950464392,0.10526315789473682,0.7058823529411761,18,5.054470284992945,5,0.2777777777777778,0,28,0,21,saturated,False
tgbl_enron,temporal_evaluation,Bridge Trend,-0.1,-1,-1,-0.6006191950464392,-4.080495356037152,-3.4798761609907123,18,0.16677181699666577,0,0.0,0,28,0,68,ok,True
tgbl_enron,temporal_evaluation,Bridge Trend,0.25,1,1,-0.6006191950464392,0.15170278637770898,0.7523219814241482,18,44.40892098500626,6,0.3333333333333333,0,28,0,15,saturated,False
tgbl_enron,temporal_evaluation,Bridge Trend,-0.25,-1,-1,-0.6006191950464392,-10.160990712074298,-9.560371517027859,18,0.00751694681821391,0,0.0,0,28,0,136,ok,True
tgbl_enron,temporal_evaluation,Bridge Trend,0.5,1,1,-0.6006191950464392,0.1042311661506708,0.70485036119711,18,985.2612533569336,9,0.5,0,28,0,10,saturated,False
tgbl_enron,temporal_evaluation,Bridge Trend,-0.5,-1,-1,-0.6006191950464392,-8.027863777089781,-7.4272445820433415,18,7.62939453125e-06,0,0.0,0,28,0,136,ok,True
