dataset,analysis_mode,transformation,requested_delta,declares_edge_count_preservation,feasible,infeasible_reason,edge_count_before,edge_count_after,edge_count_preserved,snapshots_checked,snapshots_violating,strict_mode_raises,strict_mode_reason,strict_agrees_with_measurement,transformation_status
tgbl_wiki,descriptive,Bridge Width,0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Width,-0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Width,0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Width,-0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Width,0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Width,-0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,-0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,-0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Centralization,-0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,0.1,False,True,,2095,2305,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,-0.1,False,True,,2095,1885,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,0.25,False,True,,2095,2619,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,-0.25,False,True,,2095,1571,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,0.5,False,True,,2095,3142,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Density,-0.5,False,True,,2095,1063,False,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Trend,0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Trend,-0.1,True,False,insufficient intra-community edges to preserve total edge count,2095,2588,False,16,5,True,insufficient intra-community edges to preserve total edge count,True,edge_count_infeasible
tgbl_wiki,descriptive,Bridge Trend,0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Trend,-0.25,True,False,insufficient cross-community non-edges to widen the bridge,2095,14467,False,16,13,True,insufficient cross-community non-edges to widen the bridge,True,edge_count_infeasible
tgbl_wiki,descriptive,Bridge Trend,0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Bridge Trend,-0.5,True,False,insufficient cross-community non-edges to widen the bridge,2095,27458,False,16,15,True,insufficient cross-community non-edges to widen the bridge,True,edge_count_infeasible
tgbl_wiki,descriptive,Churn,0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Churn,-0.1,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Churn,0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Churn,-0.25,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Churn,0.5,True,True,,2095,2095,True,16,0,False,,True,ok
tgbl_wiki,descriptive,Churn,-0.5,True,True,,2095,2095,True,16,0,False,,True,ok
