dataset,requested_delta,snapshots,compounding_factor,snapshots_clamped_to_one,clamped_fraction,slope_before,slope_after,slope_change,sign_as_requested
decentraland,0.1,24,8.95430243255239,13,0.5416666666666666,65.62565217391305,50.574782608695664,-15.05086956521739,False
decentraland,-0.1,24,0.08862938119652507,0,0.0,65.62565217391305,-52.67000000000005,-118.29565217391311,True
decentraland,0.25,24,169.40658945086008,15,0.625,65.62565217391305,37.417826086956524,-28.20782608695653,False
decentraland,-0.25,24,0.0013378550367377784,0,0.0,65.62565217391305,-33.36695652173915,-98.9926086956522,True
decentraland,0.5,24,11222.741464018822,16,0.6666666666666666,65.62565217391305,27.258260869565223,-38.367391304347834,False
decentraland,-0.5,24,1.1920928955078125e-07,0,0.0,65.62565217391305,-19.555652173913046,-85.1813043478261,True
