dataset,analysis_mode,transformation,requested_delta,declares_edge_count_preservation,feasible,infeasible_reason,edge_count_before,edge_count_after,edge_count_preserved,snapshots_checked,snapshots_violating,strict_mode_raises,strict_mode_reason,strict_agrees_with_measurement,transformation_status
sx_mathoverflow,temporal_evaluation,Bridge Width,0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Width,-0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Width,0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Width,-0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Width,0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Width,-0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,-0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,-0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Centralization,-0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,0.1,False,True,,5020,5524,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,-0.1,False,True,,5020,4517,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,0.25,False,True,,5020,6274,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,-0.25,False,True,,5020,3766,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,0.5,False,True,,5020,7529,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Density,-0.5,False,True,,5020,2530,False,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Trend,0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Trend,-0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Trend,0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Trend,-0.25,True,False,insufficient cross-community non-edges to widen the bridge,5020,19676,False,16,13,True,insufficient cross-community non-edges to widen the bridge,True,edge_count_infeasible
sx_mathoverflow,temporal_evaluation,Bridge Trend,0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Bridge Trend,-0.5,True,False,insufficient cross-community non-edges to widen the bridge,5020,40238,False,16,14,True,insufficient cross-community non-edges to widen the bridge,True,edge_count_infeasible
sx_mathoverflow,temporal_evaluation,Churn,0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Churn,-0.1,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Churn,0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Churn,-0.25,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Churn,0.5,True,True,,5020,5020,True,16,0,False,,True,ok
sx_mathoverflow,temporal_evaluation,Churn,-0.5,True,True,,5020,5020,True,16,0,False,,True,ok
