dataset,analysis_mode,transformation,requested_delta,declares_edge_count_preservation,feasible,infeasible_reason,edge_count_before,edge_count_after,edge_count_preserved,snapshots_checked,snapshots_violating,strict_mode_raises,strict_mode_reason,strict_agrees_with_measurement,transformation_status
email_eu_core,temporal_evaluation,Bridge Width,0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Width,-0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Width,0.25,True,False,insufficient removable intra-community edges to preserve total edge count,1878,1880,False,12,1,True,insufficient removable intra-community edges to preserve total edge count,True,edge_count_infeasible
email_eu_core,temporal_evaluation,Bridge Width,-0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Width,0.5,True,False,insufficient removable intra-community edges to preserve total edge count,1878,1890,False,12,2,True,insufficient removable intra-community edges to preserve total edge count,True,edge_count_infeasible
email_eu_core,temporal_evaluation,Bridge Width,-0.5,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,-0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,-0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,0.5,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Centralization,-0.5,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,0.1,False,True,,1878,2068,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,-0.1,False,True,,1878,1690,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,0.25,False,True,,1878,2347,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,-0.25,False,True,,1878,1417,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,0.5,False,True,,1878,2818,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Density,-0.5,False,True,,1878,1171,False,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Trend,0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Trend,-0.1,True,False,insufficient intra-community edges to preserve total edge count,1878,2135,False,12,5,True,insufficient intra-community edges to preserve total edge count,True,edge_count_infeasible
email_eu_core,temporal_evaluation,Bridge Trend,0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Trend,-0.25,True,False,insufficient intra-community edges to preserve total edge count,1878,6663,False,12,10,True,insufficient intra-community edges to preserve total edge count,True,edge_count_infeasible
email_eu_core,temporal_evaluation,Bridge Trend,0.5,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Bridge Trend,-0.5,True,False,insufficient cross-community non-edges to widen the bridge,1878,52864,False,12,11,True,insufficient cross-community non-edges to widen the bridge,True,edge_count_infeasible
email_eu_core,temporal_evaluation,Churn,0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Churn,-0.1,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Churn,0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Churn,-0.25,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Churn,0.5,True,True,,1878,1878,True,12,0,False,,True,ok
email_eu_core,temporal_evaluation,Churn,-0.5,True,True,,1878,1878,True,12,0,False,,True,ok
